league_name,team_name,logo_url
MLB,Washington Nationals,https://r2.thesportsdb.com/images/media/team/badge/wpqrut1423694764.png
NHL,Anaheim Ducks,https://r2.thesportsdb.com/images/media/team/badge/1d465t1719573796.png
NHL,Boston Bruins,https://r2.thesportsdb.com/images/media/team/badge/b1r86e1720023232.png
NHL,Buffalo Sabres,https://r2.thesportsdb.com/images/media/team/badge/3m3jhp1619536655.png
NHL,Calgary Flames,https://r2.thesportsdb.com/images/media/team/badge/v8vkk11619536610.png
NHL,Carolina Hurricanes,https://r2.thesportsdb.com/images/media/team/badge/v07m3x1547232585.png
NHL,Chicago Blackhawks,https://r2.thesportsdb.com/images/media/team/badge/tuwyvr1422041801.png
NHL,Colorado Avalanche,https://r2.thesportsdb.com/images/media/team/badge/wqutut1421173572.png
NHL,Columbus Blue Jackets,https://r2.thesportsdb.com/images/media/team/badge/ssytwt1421792535.png
NHL,Dallas Stars,https://r2.thesportsdb.com/images/media/team/badge/qrvywq1422042125.png
NHL,Detroit Red Wings,https://r2.thesportsdb.com/images/media/team/badge/1c24ow1546544080.png
NHL,Edmonton Oilers,https://r2.thesportsdb.com/images/media/team/badge/uxxsyw1421618428.png
NHL,Florida Panthers,https://r2.thesportsdb.com/images/media/team/badge/8qtaz11547158220.png
NHL,Los Angeles Kings,https://r2.thesportsdb.com/images/media/team/badge/w408rg1719220748.png
NHL,Minnesota Wild,https://r2.thesportsdb.com/images/media/team/badge/swtsxs1422042685.png
NHL,Montreal Canadiens,https://r2.thesportsdb.com/images/media/team/badge/stpryx1421791753.png
NHL,Nashville Predators,https://r2.thesportsdb.com/images/media/team/badge/twqyvy1422052908.png
NHL,New Jersey Devils,https://r2.thesportsdb.com/images/media/team/badge/z4rsvp1619536740.png
NHL,New York Islanders,https://r2.thesportsdb.com/images/media/team/badge/hqn8511619536714.png
NHL,New York Rangers,https://r2.thesportsdb.com/images/media/team/badge/bez4251546192693.png
NHL,Ottawa Senators,https://r2.thesportsdb.com/images/media/team/badge/2tc1qy1619536592.png
NHL,Philadelphia Flyers,https://r2.thesportsdb.com/images/media/team/badge/qxxppp1421794965.png
NHL,Pittsburgh Penguins,https://r2.thesportsdb.com/images/media/team/badge/dsj3on1546192477.png
NHL,San Jose Sharks,https://r2.thesportsdb.com/images/media/team/badge/yui7871546193006.png
NHL,Seattle Kraken,https://r2.thesportsdb.com/images/media/team/badge/zsx49m1595775836.png
NHL,St. Louis Blues,https://r2.thesportsdb.com/images/media/team/badge/rsqtwx1422053715.png
NHL,Tampa Bay Lightning,https://r2.thesportsdb.com/images/media/team/badge/swysut1421791822.png
NHL,Toronto Maple Leafs,https://r2.thesportsdb.com/images/media/team/badge/mxig4p1570129307.png
NHL,Utah Mammoth,https://www.thesportsdb.com/images/media/team/badge/w5m2ab1746690303.png
NHL,Vancouver Canucks,https://r2.thesportsdb.com/images/media/team/badge/xqxxpw1421875519.png
NHL,Vegas Golden Knights,https://r2.thesportsdb.com/images/media/team/badge/7fd4521619536689.png
NHL,Washington Capitals,https://r2.thesportsdb.com/images/media/team/badge/99ca9a1638974052.png
NHL,Winnipeg Jets,https://r2.thesportsdb.com/images/media/team/badge/bwn9hr1547233611.png
La Liga,Alaves,https://r2.thesportsdb.com/images/media/team/badge/mfn99h1734673842.png
La Liga,Athletic Bilbao,https://r2.thesportsdb.com/images/media/team/badge/68w7fe1639408210.png
La Liga,Atletico Madrid,https://r2.thesportsdb.com/images/media/team/badge/0ulh3q1719984315.png
La Liga,Barcelona,https://r2.thesportsdb.com/images/media/team/badge/wq9sir1639406443.png
La Liga,Celta Vigo,https://r2.thesportsdb.com/images/media/team/badge/xfjtku1690436219.png
La Liga,Espanyol,https://r2.thesportsdb.com/images/media/team/badge/867nzz1681703222.png
La Liga,Getafe,https://r2.thesportsdb.com/images/media/team/badge/eyh2891655594452.png
La Liga,Girona,https://r2.thesportsdb.com/images/media/team/badge/kfu7zu1659897499.png
La Liga,Las Palmas,https://r2.thesportsdb.com/images/media/team/badge/mmhyb11616443601.png
La Liga,Leganes,https://r2.thesportsdb.com/images/media/team/badge/tm0adr1616443898.png
La Liga,Mallorca,https://r2.thesportsdb.com/images/media/team/badge/ssptsx1473503730.png
La Liga,Osasuna,https://r2.thesportsdb.com/images/media/team/badge/rvspvt1473502960.png
La Liga,Real Betis,https://r2.thesportsdb.com/images/media/team/badge/2oqulv1663245386.png
La Liga,Real Madrid,https://r2.thesportsdb.com/images/media/team/badge/vwvwrw1473502969.png
La Liga,Real Sociedad,https://r2.thesportsdb.com/images/media/team/badge/vptvpr1473502986.png
La Liga,Sevilla,https://r2.thesportsdb.com/images/media/team/badge/vpsqqx1473502977.png
La Liga,Valencia,https://r2.thesportsdb.com/images/media/team/badge/dm8l6o1655594864.png
La Liga,Valladolid,https://r2.thesportsdb.com/images/media/team/badge/bnhu8b1719983736.png
La Liga,Vallecano,https://r2.thesportsdb.com/images/media/team/badge/nzhu941655595465.png
La Liga,Villarreal,https://r2.thesportsdb.com/images/media/team/badge/vrypqy1473503073.png
NCAA Football (Example - English League Championship ID),Blackburn,https://r2.thesportsdb.com/images/media/team/badge/rvryut1448810814.png
NCAA Football (Example - English League Championship ID),Bristol City,https://r2.thesportsdb.com/images/media/team/badge/0ejxwz1601721013.png
NCAA Football (Example - English League Championship ID),Burnley,https://r2.thesportsdb.com/images/media/team/badge/ql7nl31686893820.png
NCAA Football (Example - English League Championship ID),Cardiff,https://r2.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png
NCAA Football (Example - English League Championship ID),Coventry,https://r2.thesportsdb.com/images/media/team/badge/uxyqys1424033798.png
NCAA Football (Example - English League Championship ID),Derby,https://r2.thesportsdb.com/images/media/team/badge/jioo4z1557155744.png
NCAA Football (Example - English League Championship ID),Hull,https://r2.thesportsdb.com/images/media/team/badge/fbqqda1601726113.png
NCAA Football (Example - English League Championship ID),Leeds,https://r2.thesportsdb.com/images/media/team/badge/g0eqzw1598804097.png
NCAA Football (Example - English League Championship ID),Luton,https://r2.thesportsdb.com/images/media/team/badge/v977eh1681319466.png
NCAA Football (Example - English League Championship ID),Middlesbrough,https://r2.thesportsdb.com/images/media/team/badge/xxpttq1448811142.png
NCAA Football (Example - English League Championship ID),Millwall,https://r2.thesportsdb.com/images/media/team/badge/5p1z5k1537208888.png
NCAA Football (Example - English League Championship ID),Norwich,https://r2.thesportsdb.com/images/media/team/badge/pabczm1679951464.png
NCAA Football (Example - English League Championship ID),Oxford Utd,https://r2.thesportsdb.com/images/media/team/badge/la34wg1601726102.png
NCAA Football (Example - English League Championship ID),Plymouth,https://r2.thesportsdb.com/images/media/team/badge/wod5cj1689630278.png
NCAA Football (Example - English League Championship ID),Portsmouth,https://r2.thesportsdb.com/images/media/team/badge/j13pfe1601726274.png
NCAA Football (Example - English League Championship ID),Preston,https://r2.thesportsdb.com/images/media/team/badge/wqtwvw1448811512.png
NCAA Football (Example - English League Championship ID),QPR,https://r2.thesportsdb.com/images/media/team/badge/l4qscx1601721022.png
NCAA Football (Example - English League Championship ID),Sheffield United,https://r2.thesportsdb.com/images/media/team/badge/w7f8pj1672950689.png
NCAA Football (Example - English League Championship ID),Sheffield Weds,https://r2.thesportsdb.com/images/media/team/badge/lonnw91601721029.png
NCAA Football (Example - English League Championship ID),Stoke,https://r2.thesportsdb.com/images/media/team/badge/d16frn1678807158.png
NCAA Football (Example - English League Championship ID),Sunderland,https://r2.thesportsdb.com/images/media/team/badge/tprtus1448813498.png
NCAA Football (Example - English League Championship ID),Swansea,https://r2.thesportsdb.com/images/media/team/badge/474rco1686920744.png
NCAA Football (Example - English League Championship ID),Watford,https://r2.thesportsdb.com/images/media/team/badge/rsuswy1448813519.png
NCAA Football (Example - English League Championship ID),West Brom,https://r2.thesportsdb.com/images/media/team/badge/rsvuxw1448813527.png
NCAA Basketball (Example - Scottish Premier League ID),Aberdeen,https://r2.thesportsdb.com/images/media/team/badge/xuvwys1447597299.png
NCAA Basketball (Example - Scottish Premier League ID),Celtic,https://r2.thesportsdb.com/images/media/team/badge/tswuut1447597436.png
NCAA Basketball (Example - Scottish Premier League ID),Dundee FC,https://r2.thesportsdb.com/images/media/team/badge/n3o3qp1721977667.png
NCAA Basketball (Example - Scottish Premier League ID),Dundee United,https://r2.thesportsdb.com/images/media/team/badge/orfh821655722356.png
NCAA Basketball (Example - Scottish Premier League ID),Hearts,https://r2.thesportsdb.com/images/media/team/badge/twqvyt1447597939.png
NCAA Basketball (Example - Scottish Premier League ID),Hibernian,https://r2.thesportsdb.com/images/media/team/badge/qjys3z1684928969.png
NCAA Basketball (Example - Scottish Premier League ID),Kilmarnock,https://r2.thesportsdb.com/images/media/team/badge/xssqtu1447596951.png
NCAA Basketball (Example - Scottish Premier League ID),Motherwell,https://r2.thesportsdb.com/images/media/team/badge/vsysqx1447598301.png
NCAA Basketball (Example - Scottish Premier League ID),Rangers,https://r2.thesportsdb.com/images/media/team/badge/ti24j61614290048.png
NCAA Basketball (Example - Scottish Premier League ID),Ross County,https://r2.thesportsdb.com/images/media/team/badge/yi482m1688532289.png
NCAA Basketball (Example - Scottish Premier League ID),St Johnstone,https://r2.thesportsdb.com/images/media/team/badge/j84ht31600550102.png
NCAA Basketball (Example - Scottish Premier League ID),St Mirren,https://r2.thesportsdb.com/images/media/team/badge/xvtuvv1447604452.png
Bundesliga,Bayer Leverkusen,https://r2.thesportsdb.com/images/media/team/badge/3x9k851726760113.png
Bundesliga,Bayern Munich,https://r2.thesportsdb.com/images/media/team/badge/01ogkh1716960412.png
Bundesliga,Bochum,https://r2.thesportsdb.com/images/media/team/badge/kag3jy1599821108.png
Bundesliga,Borussia Dortmund,https://r2.thesportsdb.com/images/media/team/badge/tqo8ge1716960353.png
Bundesliga,Borussia Mönchengladbach,https://r2.thesportsdb.com/images/media/team/badge/sysurw1473453380.png
Bundesliga,Eintracht Frankfurt,https://r2.thesportsdb.com/images/media/team/badge/rurwpy1473453269.png
Bundesliga,FC Augsburg,https://r2.thesportsdb.com/images/media/team/badge/xqyyvq1473453233.png
Bundesliga,FC Heidenheim,https://r2.thesportsdb.com/images/media/team/badge/lbj7g01608236988.png
Bundesliga,Freiburg,https://r2.thesportsdb.com/images/media/team/badge/urwtup1473453288.png
Bundesliga,Hoffenheim,https://r2.thesportsdb.com/images/media/team/badge/9hwvb21621593919.png
Bundesliga,Holstein Kiel,https://r2.thesportsdb.com/images/media/team/badge/1fpmgs1514394524.png
Bundesliga,Mainz,https://r2.thesportsdb.com/images/media/team/badge/fhm9v51552134916.png
Bundesliga,RB Leipzig,https://r2.thesportsdb.com/images/media/team/badge/zjgapo1594244951.png
Bundesliga,St Pauli,https://r2.thesportsdb.com/images/media/team/badge/5qupxa1608237013.png
Bundesliga,Stuttgart,https://r2.thesportsdb.com/images/media/team/badge/yppyux1473454085.png
Bundesliga,Union Berlin,https://r2.thesportsdb.com/images/media/team/badge/q0o5001599679795.png
Bundesliga,Werder Bremen,https://r2.thesportsdb.com/images/media/team/badge/tkvqan1716960454.png
Bundesliga,Wolfsburg,https://r2.thesportsdb.com/images/media/team/badge/07kp421599680274.png
Serie A,AC Milan,https://r2.thesportsdb.com/images/media/team/badge/wvspur1448806617.png
Serie A,Atalanta,https://r2.thesportsdb.com/images/media/team/badge/lrvxg71534873930.png
Serie A,Bologna,https://r2.thesportsdb.com/images/media/team/badge/2qi1u31655592366.png
Serie A,Cagliari,https://r2.thesportsdb.com/images/media/team/badge/wvsvxt1447534471.png
Serie A,Como,https://r2.thesportsdb.com/images/media/team/badge/02x81t1627405841.png
Serie A,Empoli,https://r2.thesportsdb.com/images/media/team/badge/c1ie6b1622561483.png
Serie A,Fiorentina,https://r2.thesportsdb.com/images/media/team/badge/hc8nhu1656098030.png
Serie A,Genoa,https://r2.thesportsdb.com/images/media/team/badge/52s8dn1655553600.png
Serie A,Inter Milan,https://r2.thesportsdb.com/images/media/team/badge/ryhu6d1617113103.png
Serie A,Juventus,https://www.thesportsdb.com/images/media/team/badge/uxf0gr1742983727.png
Serie A,Lazio,https://r2.thesportsdb.com/images/media/team/badge/rwqyvs1448806608.png
Serie A,Lecce,https://r2.thesportsdb.com/images/media/team/badge/j4vznr1567365249.png
Serie A,Monza,https://r2.thesportsdb.com/images/media/team/badge/bxearg1603170113.png
Serie A,Napoli,https://www.thesportsdb.com/images/media/team/badge/l8qyxv1742982541.png
Serie A,Parma Calcio 1913,https://r2.thesportsdb.com/images/media/team/badge/6yiaxs1627406063.png
Serie A,Roma,https://r2.thesportsdb.com/images/media/team/badge/xqpqpq1448806641.png
Serie A,Torino,https://r2.thesportsdb.com/images/media/team/badge/xxprty1448806802.png
Serie A,Udinese,https://r2.thesportsdb.com/images/media/team/badge/vwvstr1448806811.png
Serie A,Venezia,https://r2.thesportsdb.com/images/media/team/badge/95fg4n1656696080.png
Serie A,Verona,https://r2.thesportsdb.com/images/media/team/badge/p6camf1593457737.png
Ligue 1,Angers,https://r2.thesportsdb.com/images/media/team/badge/ix6q4w1678808069.png
Ligue 1,Auxerre,https://r2.thesportsdb.com/images/media/team/badge/lzdtbf1658753355.png
Ligue 1,Brest,https://r2.thesportsdb.com/images/media/team/badge/z69be41598797026.png
Ligue 1,Le Havre,https://r2.thesportsdb.com/images/media/team/badge/aikowk1546475003.png
Ligue 1,Lens,https://r2.thesportsdb.com/images/media/team/badge/3pxoum1598797195.png
Ligue 1,Lille,https://r2.thesportsdb.com/images/media/team/badge/2giize1534005340.png
Ligue 1,Lyon,https://r2.thesportsdb.com/images/media/team/badge/blk9771656932845.png
Ligue 1,Marseille,https://r2.thesportsdb.com/images/media/team/badge/uutsyt1473504764.png
Ligue 1,Monaco,https://r2.thesportsdb.com/images/media/team/badge/exjf5l1678808044.png
Ligue 1,Montpellier,https://r2.thesportsdb.com/images/media/team/badge/ihjm481723228069.png
Ligue 1,Nantes,https://r2.thesportsdb.com/images/media/team/badge/mla9x61678808018.png
Ligue 1,Nice,https://r2.thesportsdb.com/images/media/team/badge/msy7ly1621593859.png
Ligue 1,Paris SG,https://r2.thesportsdb.com/images/media/team/badge/rwqrrq1473504808.png
Ligue 1,Rennes,https://r2.thesportsdb.com/images/media/team/badge/ypturx1473504818.png
Ligue 1,St Etienne,https://r2.thesportsdb.com/images/media/team/badge/m4ej831656423694.png
Ligue 1,Stade de Reims,https://r2.thesportsdb.com/images/media/team/badge/xcrw1b1592925946.png
Ligue 1,Strasbourg,https://r2.thesportsdb.com/images/media/team/badge/yuxtyy1464540071.png
Ligue 1,Toulouse,https://r2.thesportsdb.com/images/media/team/badge/17eqox1688449282.png
MLS,Atlanta United,https://r2.thesportsdb.com/images/media/team/badge/ej091x1602103070.png
MLS,Austin FC,https://r2.thesportsdb.com/images/media/team/badge/a3dlg61595434277.png
MLS,CF Montréal,https://r2.thesportsdb.com/images/media/team/badge/livdl31679344925.png
MLS,Charlotte FC,https://r2.thesportsdb.com/images/media/team/badge/b6p4uz1595434047.png
MLS,Chicago Fire,https://r2.thesportsdb.com/images/media/team/badge/8xuc781639493166.png
MLS,Colorado Rapids,https://r2.thesportsdb.com/images/media/team/badge/uppupv1473536412.png
MLS,Columbus Crew,https://r2.thesportsdb.com/images/media/team/badge/dzs8cp1629059854.png
MLS,DC United,https://r2.thesportsdb.com/images/media/team/badge/uwvsyt1467462609.png
MLS,FC Cincinnati,https://r2.thesportsdb.com/images/media/team/badge/vvhsqc1707631046.png
MLS,FC Dallas,https://r2.thesportsdb.com/images/media/team/badge/vxy8xy1602103187.png
MLS,Houston Dynamo,https://r2.thesportsdb.com/images/media/team/badge/yvz9dq1707631352.png
MLS,Inter Miami,https://r2.thesportsdb.com/images/media/team/badge/m4it3e1602103647.png
MLS,LA Galaxy,https://r2.thesportsdb.com/images/media/team/badge/ysyysr1420227188.png
MLS,Los Angeles FC,https://r2.thesportsdb.com/images/media/team/badge/7nbj2a1602103638.png
MLS,Minnesota United,https://r2.thesportsdb.com/images/media/team/badge/vl67t41492453433.png
MLS,Nashville SC,https://r2.thesportsdb.com/images/media/team/badge/znrwt71602103062.png
MLS,New England Revolution,https://r2.thesportsdb.com/images/media/team/badge/1ula2l1639493143.png
MLS,New York City FC,https://r2.thesportsdb.com/images/media/team/badge/m9vis71735140655.png
MLS,New York Red Bulls,https://r2.thesportsdb.com/images/media/team/badge/suytvy1473536462.png
MLS,Orlando City,https://r2.thesportsdb.com/images/media/team/badge/qyppxw1423832326.png
MLS,Philadelphia Union,https://r2.thesportsdb.com/images/media/team/badge/gyznyo1602103682.png
MLS,Portland Timbers,https://r2.thesportsdb.com/images/media/team/badge/skm30j1557953559.png
MLS,Real Salt Lake,https://r2.thesportsdb.com/images/media/team/badge/kkjlfa1556488022.png
MLS,San Diego FC,https://r2.thesportsdb.com/images/media/team/badge/7ka2xd1734621068.png
MLS,San Jose Earthquakes,https://r2.thesportsdb.com/images/media/team/badge/xyrqqt1420781048.png
MLS,Seattle Sounders FC,https://r2.thesportsdb.com/images/media/team/badge/2dy5cx1706711036.png
MLS,Sporting Kansas City,https://r2.thesportsdb.com/images/media/team/badge/tqupxw1473536504.png
